s_id,X,Y,SchoolName,Address,SCH_Level
"3,620",77.19,28.70,MCD Primary School (Girls),"B-Block, Gujrawalan  Town-Part I, Delhi-110009",Primary
"3,621",77.14,28.75,MCD Primary School-Old (Boys),"Samey Pur, Delhi-110042",Primary
"3,622",77.11,28.74,MCD Primary School (Girls),"Shahbad Daulatpur, Delhi-110042",Primary
"3,623",76.97,28.81,MCD Primary School (Co-ed),"Katewara, Delhi-110039",Primary
"3,624",77.00,28.82,MCD Primary School (Boys),"Auchandi, Delhi-110039",Primary
"3,625",77.00,28.82,MCD Primary School (Girls),"Auchandi, Delhi-110039",Primary
"3,626",77.19,28.71,The Srijan School,"4-B, North Model Town, Delhi-09",Senior Secondary
"3,627",77.18,28.71,Queen Mary's School,"Plot No. 4-A Model Town-III, Delhi-110009",Senior Secondary
"3,628",77.06,28.76,Govt. Co-ed. Sr. Sec. School,"Barwala, Delhi-110039",Senior Secondary
"3,629",77.10,28.76,Shri Dwarkadheesh Public School,"No.8,Pocket-C-I Sector-Rohini New Delhi -85",Primary
"3,630",77.13,28.75,Hira Partap Rai Public School,Vill Siraspur Delhi 110042,Middle
"3,631",77.18,28.84,Silver Belt Public School,Vill Palla Delhi,Primary
"3,632",77.19,28.71,MCD Primary School (Girls),"F- Block Model Town, Delhi-110009",Primary
"3,633",77.14,28.79,Nigam Pratibha Vidyalaya (Co-ed),"Garhi Alipur, Delhi-110039",Primary
"3,634",77.12,28.77,Happy Child Modern Public School,"Kh. No.63/19 Siraspur Road, Khera Garhi, Delhi-110082",Primary
"3,635",77.14,28.78,Jain Bharati Mrigavati Vidyalaya,"20th Km G.T. Karnal Road Alipur, Delhi-110036",Senior Secondary
"3,636",77.15,28.74,Happy Children Public School,30 Mohan Nagar Samaipur Delhi,Primary
"3,637",77.16,28.75,Navjeevan Convent School,"G-Block, Shradha Nand Colony, Bhalaswa Dairy, Delhi-110042",Middle
"3,638",77.16,28.75,New Gurukul Model School,Kh No 726 G Blk Gali No-3 Bhalswa Dairy,Primary
"3,639",77.18,28.71,Holy Child Public School,476-D/E. Railway Road Azad Pur Delhi,Primary
"3,640",77.09,28.85,Govt. Boys Sr. Sec. School (Mussadi Lal),"Narela, Delhi-110040",Senior Secondary
"3,641",77.10,28.85,MCD Primary School (Girls),"Narela Colony, Delhi-110040",Primary
"3,642",77.17,28.72,Swami Vivekanand Model School,"A-12 to 15, Sarai Peepalthala Adarsh Nagar Delhi-33",Primary
"3,643",77.16,28.79,Krishna Public School,"166, V.P.O.Mukhmel Pur Delhi",Primary
"3,644",77.14,28.82,Vishwa International Academy,"K.NO. 78/236, Hamidpur Road,V & PO Bakoli, Delhi",Middle
"3,645",77.09,28.85,Nigam Pratibha Vidyalaya No.1 (Girls),"Narela Mandi, Delhi-110040",Primary
"3,646",77.08,28.75,Govt. Sarvodaya Bal Vidyalaya,Prahalad Pur Delhi-42,Senior Secondary
"3,647",77.10,28.78,Govt. Sarvodaya Kanya Vidyalaya,Khera Khurd Delhi-82,Senior Secondary
"3,648",77.06,28.76,MCD Primary School (Co-ed),"Barwala, Delhi-110039",Primary
"3,649",77.03,28.79,Maharishi Dayanand Public School,Ishwar Colony Bawana Delhi - 110039,Middle
"3,650",77.03,28.79,Govt. Boys Sr. Sec. School,"Bawana, Delhi -39",Senior Secondary
"3,651",77.10,28.74,Nigam Pratibha Vidyalaya-New (Boys),"Shahbad Dairy, Delhi-110042",Primary
"3,652",77.11,28.75,MCD Primary School (Girls),"Shahbad Dairy B-Block, Delhi-110042",Primary
"3,653",77.19,28.71,Guru Tegh Bahadur Public School,"D1/14 Model Town, Delhi - 110009",Senior Secondary
"3,654",77.09,28.84,Rajdhani Public School,"Kureni Marg, Narela Delhi-110040",Secondary
"3,655",77.08,28.84,Saraswati Shishu Vidyalaya,"Gali No 1, Swatantra Nagar, Narela, Delhi-40",Primary
"3,656",77.08,28.79,MCD Primary School (Girls),"Holambi Khurd, Delhi-110082",Primary
"3,657",77.10,28.80,Apolo Convent School,"Holambi Kalan, Delhi-110082",Middle
"3,658",77.10,28.79,MCD Primary School (Co-ed),Naya Bans Delhi-110082,Primary
"3,659",77.00,28.81,MCD Primary School (Girls),Nangal Thakran Delhi-39,Primary
"3,660",77.03,28.80,L. K. International School,"Auchadi Road,Bawana, Delhi-39",Senior Secondary
"3,661",77.07,28.75,Govt. Sarvodaya Kanya Vidyalaya,Prahalad Pur Delhi-42,Senior Secondary
"3,662",77.08,28.75,MCD Primary School (Girls),"Prahlad Pur Bangar, Delhi-110042",Primary
"3,663",77.07,28.85,MCD Primary School (Boys),"Bankner, Delhi-110040",Primary
"3,664",77.08,28.85,Nigam Pratibha Vidyalaya (Girls),"Bankner, Delhi-110040",Primary
"3,665",77.17,28.75,Rao Mehar Chand Saraswati Vidya Mandir,"Guru Nanak Nagar, Burari Road, Bhalaswa Dairy, Delhi-110042",Middle
"3,666",77.08,28.84,Maharaja Agarsain Public School,"Bawana Road, Narela Delhi - 110040",Senior Secondary
